,index,ga:country,ga:pagePath,ga:landingPagePath,ga:secondPagePath,ga:exitPagePath,ga:previousPagePath,ga:pageviews
18735,18735,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18734,18734,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18733,18733,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18732,18732,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18731,18731,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18730,18730,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18729,18729,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18728,18728,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18727,18727,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18726,18726,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18725,18725,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18724,18724,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18739,18739,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18759,18759,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18740,18740,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18742,18742,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18757,18757,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18756,18756,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18755,18755,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18754,18754,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18753,18753,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18752,18752,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18751,18751,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18750,18750,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18749,18749,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18748,18748,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18747,18747,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18746,18746,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18745,18745,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
10887,10887,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18743,18743,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18741,18741,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18723,18723,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18797,18797,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18799,18799,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
4546,4546,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4545,4545,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),3.0
4544,4544,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4543,4543,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
4542,4542,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
4541,4541,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
4540,4540,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4539,4539,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4538,4538,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4537,4537,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
4536,4536,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4535,4535,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4534,4534,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
4533,4533,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
4532,4532,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
4547,4547,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4531,4531,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4548,4548,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4550,4550,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4565,4565,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4564,4564,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4563,4563,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4562,4562,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4561,4561,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4560,4560,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4559,4559,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4558,4558,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4557,4557,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4556,4556,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4555,4555,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4554,4554,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4553,4553,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4552,4552,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4551,4551,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
4549,4549,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18798,18798,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18836,18836,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18834,18834,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18814,18814,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18813,18813,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18812,18812,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18811,18811,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18810,18810,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18809,18809,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18808,18808,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18807,18807,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18806,18806,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18805,18805,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18804,18804,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18803,18803,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18802,18802,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18801,18801,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18800,18800,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18815,18815,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18835,18835,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18816,18816,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18818,18818,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18833,18833,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18832,18832,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18831,18831,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18830,18830,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
18829,18829,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18828,18828,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
18827,18827,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18826,18826,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18825,18825,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
18824,18824,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18823,18823,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18822,18822,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18821,18821,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18820,18820,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18819,18819,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18817,18817,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
18722,18722,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
18721,18721,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
18720,18720,Armenia,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
468176,468179,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
468175,468178,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468174,468177,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468173,468176,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468172,468175,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468171,468174,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468170,468173,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468169,468172,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468168,468171,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468167,468170,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468166,468169,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468165,468168,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468164,468167,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468163,468166,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
468162,468165,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
468177,468180,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,1.0
468161,468164,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
468178,468181,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,(entrance),1.0
468180,468183,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
468195,468198,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(entrance),1.0
468194,468197,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468193,468196,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468192,468195,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468191,468194,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468190,468193,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468189,468192,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),3.0
468188,468191,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
468187,468190,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,1.0
468186,468189,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468185,468188,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468184,468187,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468183,468186,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468182,468185,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468181,468184,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
468179,468182,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468196,468199,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
468160,468163,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468158,468161,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
468138,468141,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),78.0
468137,468140,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,6.0
495347,495350,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,1.0
495348,495351,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,(entrance),1.0
495349,495352,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,13.0
495350,495353,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,asodesk.com/,asodesk.com/,(entrance),1.0
495351,495354,Ukraine,asodesk.com/,academy.asodesk.com/what-is-aso,asodesk.com/,asodesk.com/,academy.asodesk.com/what-is-aso,1.0
495352,495355,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
495353,495356,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
495354,495357,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,1.0
495355,495358,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
495356,495359,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),2.0
495357,495360,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
495358,495361,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,(not set),academy.asodesk.com/what-is-aso,(entrance),1.0
495359,495362,Ukraine,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,1.0
468139,468142,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),6.0
468159,468162,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
468140,468143,Ukraine,academy.asodesk.com/what-is-aso,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,1.0
